name:Booty Duty,win_rate:0.25,avg_rating:1.17,avg_kills:18.18,avg_deaths:15.52,avg_kast:0.73,avg_adr:79.72,avg_kddiff:2.65,avg_fkdiff:-0.15,rounds_won:10.75,maps_winrate:{mrg:0.0,cch:0.5}
name:Ten Gallon Terrors,win_rate:0.38,avg_rating:1.0,avg_kills:18.98,avg_deaths:21.02,avg_kast:0.66,avg_adr:72.72,avg_kddiff:-2.05,avg_fkdiff:-0.33,rounds_won:12.38,maps_winrate:{ovp:0.0,inf:0.5}
name:beastm0de,win_rate:0.17,avg_rating:1.12,avg_kills:21.68,avg_deaths:19.9,avg_kast:0.73,avg_adr:78.37,avg_kddiff:1.78,avg_fkdiff:0.43,rounds_won:12.5,maps_winrate:{ovp:0.0,inf:1.0}
name:Southern Roofing,win_rate:1.0,avg_rating:1.06,avg_kills:16.85,avg_deaths:17.05,avg_kast:0.68,avg_adr:75.39,avg_kddiff:-0.2,avg_fkdiff:0.45,rounds_won:16.0,maps_winrate:{mrg:1.0}
name:EFBIJAJ,win_rate:0.0,avg_rating:0.81,avg_kills:12.8,avg_deaths:17.4,avg_kast:0.63,avg_adr:71.76,avg_kddiff:-4.6,avg_fkdiff:-1.0,rounds_won:5.0,maps_winrate:{cch:0.0}
name:Queso,win_rate:0.2,avg_rating:1.08,avg_kills:17.66,avg_deaths:17.08,avg_kast:0.71,avg_adr:74.44,avg_kddiff:0.58,avg_fkdiff:-0.02,rounds_won:10.18,maps_winrate:{ovp:0.0,nuke:0.6666666666666666}
name:cOOLkids,win_rate:0.0,avg_rating:0.92,avg_kills:15.95,avg_deaths:18.3,avg_kast:0.64,avg_adr:68.7,avg_kddiff:-2.35,avg_fkdiff:0.3,rounds_won:8.0,maps_winrate:{mrg:0.0,ovp:0.0}
name:Turma do Pagode,win_rate:0.35,avg_rating:1.06,avg_kills:17.65,avg_deaths:17.81,avg_kast:0.68,avg_adr:75.84,avg_kddiff:-0.16,avg_fkdiff:0.21,rounds_won:10.82,maps_winrate:{trn:0.0,nuke:0.5}
name:MITOS,win_rate:0.19,avg_rating:1.21,avg_kills:19.03,avg_deaths:15.65,avg_kast:0.73,avg_adr:81.31,avg_kddiff:3.38,avg_fkdiff:0.74,rounds_won:10.21,maps_winrate:{mrg:0.0,nuke:0.3333333333333333}
name:INTZ.Academy,win_rate:0.23,avg_rating:1.08,avg_kills:16.97,avg_deaths:16.58,avg_kast:0.7,avg_adr:74.7,avg_kddiff:0.39,avg_fkdiff:0.07,rounds_won:10.03,maps_winrate:{trn:0.0,d2:0.75}
name:Aim.Attack,win_rate:0.0,avg_rating:1.12,avg_kills:22.0,avg_deaths:19.6,avg_kast:0.69,avg_adr:80.02,avg_kddiff:2.4,avg_fkdiff:0.4,rounds_won:14.0,maps_winrate:{d2:0.0}
name:2019,win_rate:0.25,avg_rating:0.85,avg_kills:14.19,avg_deaths:18.01,avg_kast:0.6,avg_adr:65.6,avg_kddiff:-3.82,avg_fkdiff:-0.74,rounds_won:10.11,maps_winrate:{mrg:0.0,d2:0.5}
name:HauntedFamily,win_rate:0.25,avg_rating:1.07,avg_kills:16.78,avg_deaths:17.14,avg_kast:0.7,avg_adr:77.69,avg_kddiff:-0.36,avg_fkdiff:-0.53,rounds_won:9.37,maps_winrate:{mrg:0.0,nuke:0.5}
name:MAFiA,win_rate:0.0,avg_rating:1.47,avg_kills:17.5,avg_deaths:10.8,avg_kast:0.81,avg_adr:87.8,avg_kddiff:6.7,avg_fkdiff:2.0,rounds_won:5.0,maps_winrate:{cch:0.0}
name:Penguins,win_rate:0.0,avg_rating:1.46,avg_kills:17.0,avg_deaths:10.2,avg_kast:0.83,avg_adr:86.63,avg_kddiff:6.8,avg_fkdiff:0.7,rounds_won:4.5,maps_winrate:{ovp:0.0}
name:HARDNEJA,win_rate:0.38,avg_rating:0.93,avg_kills:15.58,avg_deaths:18.42,avg_kast:0.66,avg_adr:70.51,avg_kddiff:-2.85,avg_fkdiff:-0.6,rounds_won:11.25,maps_winrate:{mrg:0.0,cch:0.5}
name:REXO,win_rate:0.0,avg_rating:1.07,avg_kills:13.5,avg_deaths:14.7,avg_kast:0.65,avg_adr:73.78,avg_kddiff:-1.2,avg_fkdiff:0.6,rounds_won:4.0,maps_winrate:{ovp:0.0}
name:average25iqbutheadshots,win_rate:0.2,avg_rating:1.0,avg_kills:16.28,avg_deaths:16.8,avg_kast:0.66,avg_adr:74.1,avg_kddiff:-0.52,avg_fkdiff:0.04,rounds_won:9.0,maps_winrate:{mrg:0.0,cch:0.5}
name:All Star A,win_rate:1.0,avg_rating:1.07,avg_kills:21.4,avg_deaths:21.4,avg_kast:0.69,avg_adr:78.76,avg_kddiff:0.0,avg_fkdiff:-0.8,rounds_won:16.0,maps_winrate:{cch:1.0}
name:All Star B,win_rate:0.0,avg_rating:1.08,avg_kills:21.2,avg_deaths:21.4,avg_kast:0.69,avg_adr:77.68,avg_kddiff:-0.2,avg_fkdiff:0.6,rounds_won:14.0,maps_winrate:{cch:0.0}
name:Plus10Elo,win_rate:0.0,avg_rating:1.15,avg_kills:18.4,avg_deaths:17.9,avg_kast:0.72,avg_adr:78.79,avg_kddiff:0.5,avg_fkdiff:0.3,rounds_won:9.5,maps_winrate:{cch:0.0,trn:0.0}
name:3era,win_rate:0.33,avg_rating:1.24,avg_kills:18.3,avg_deaths:15.97,avg_kast:0.75,avg_adr:80.92,avg_kddiff:2.33,avg_fkdiff:0.27,rounds_won:10.17,maps_winrate:{cch:0.0,ovp:0.0}
name:Favela,win_rate:0.0,avg_rating:0.9,avg_kills:13.8,avg_deaths:16.4,avg_kast:0.64,avg_adr:68.04,avg_kddiff:-2.6,avg_fkdiff:-0.7,rounds_won:6.5,maps_winrate:{ovp:0.0,inf:0.0}
name:IGI,win_rate:0.25,avg_rating:1.17,avg_kills:18.6,avg_deaths:15.85,avg_kast:0.74,avg_adr:75.14,avg_kddiff:2.75,avg_fkdiff:0.65,rounds_won:12.0,maps_winrate:{nuke:0.0,inf:1.0}
name:Revelation,win_rate:0.12,avg_rating:1.19,avg_kills:17.61,avg_deaths:15.66,avg_kast:0.74,avg_adr:79.21,avg_kddiff:1.95,avg_fkdiff:0.58,rounds_won:9.46,maps_winrate:{mrg:0.0,inf:0.0}
name:Bring Me The Horizon,win_rate:0.17,avg_rating:1.03,avg_kills:16.15,avg_deaths:16.8,avg_kast:0.69,avg_adr:72.75,avg_kddiff:-0.65,avg_fkdiff:-0.23,rounds_won:10.37,maps_winrate:{trn:0.0,mrg:0.5}
name:UTA,win_rate:0.0,avg_rating:1.22,avg_kills:19.3,avg_deaths:15.9,avg_kast:0.76,avg_adr:80.82,avg_kddiff:3.4,avg_fkdiff:0.9,rounds_won:10.5,maps_winrate:{mrg:0.0,inf:0.0}
name:LSU,win_rate:1.0,avg_rating:0.92,avg_kills:15.9,avg_deaths:19.4,avg_kast:0.66,avg_adr:70.21,avg_kddiff:-3.5,avg_fkdiff:-0.9,rounds_won:16.0,maps_winrate:{mrg:1.0}
name:Horseshoe,win_rate:1.0,avg_rating:1.27,avg_kills:19.8,avg_deaths:14.8,avg_kast:0.73,avg_adr:87.38,avg_kddiff:5.0,avg_fkdiff:1.6,rounds_won:16.0,maps_winrate:{mrg:1.0}
name:Handlebar,win_rate:0.0,avg_rating:0.84,avg_kills:14.8,avg_deaths:19.8,avg_kast:0.59,avg_adr:67.18,avg_kddiff:-5.0,avg_fkdiff:-1.6,rounds_won:8.0,maps_winrate:{mrg:0.0}
name:the boyz,win_rate:0.33,avg_rating:0.98,avg_kills:17.93,avg_deaths:19.6,avg_kast:0.66,avg_adr:73.01,avg_kddiff:-1.67,avg_fkdiff:-0.93,rounds_won:14.67,maps_winrate:{mrg:0.0}
name:Dogs of War,win_rate:0.2,avg_rating:1.03,avg_kills:17.14,avg_deaths:18.22,avg_kast:0.68,avg_adr:74.71,avg_kddiff:-1.08,avg_fkdiff:-0.11,rounds_won:10.0,maps_winrate:{mrg:0.0,nuke:0.6666666666666666}
name:Clarity,win_rate:0.17,avg_rating:1.15,avg_kills:16.86,avg_deaths:15.51,avg_kast:0.72,avg_adr:76.51,avg_kddiff:1.35,avg_fkdiff:0.76,rounds_won:9.67,maps_winrate:{nuke:0.5}
name:Reign,win_rate:0.25,avg_rating:0.93,avg_kills:15.82,avg_deaths:18.37,avg_kast:0.64,avg_adr:70.1,avg_kddiff:-2.54,avg_fkdiff:-0.42,rounds_won:10.08,maps_winrate:{mrg:0.0,ovp:0.5}
name:Masked,win_rate:0.31,avg_rating:1.09,avg_kills:17.47,avg_deaths:16.84,avg_kast:0.7,avg_adr:76.51,avg_kddiff:0.63,avg_fkdiff:0.06,rounds_won:10.46,maps_winrate:{mrg:0.0,trn:0.0}
name:Hentai Hooligans,win_rate:0.5,avg_rating:1.22,avg_kills:15.48,avg_deaths:13.42,avg_kast:0.73,avg_adr:84.4,avg_kddiff:2.05,avg_fkdiff:0.28,rounds_won:11.62,maps_winrate:{mrg:0.5}
name:ex-Royal Bandits,win_rate:0.25,avg_rating:1.03,avg_kills:17.85,avg_deaths:19.05,avg_kast:0.68,avg_adr:73.65,avg_kddiff:-1.2,avg_fkdiff:-0.34,rounds_won:11.5,maps_winrate:{d2:0.0,nuke:0.0}
name:OKSUCC,win_rate:0.5,avg_rating:1.12,avg_kills:21.85,avg_deaths:19.95,avg_kast:0.71,avg_adr:78.18,avg_kddiff:1.9,avg_fkdiff:-0.05,rounds_won:15.25,maps_winrate:{mrg:0.0}
name:Monopol,win_rate:0.5,avg_rating:1.12,avg_kills:19.35,avg_deaths:18.0,avg_kast:0.69,avg_adr:73.96,avg_kddiff:1.35,avg_fkdiff:1.5,rounds_won:13.0,maps_winrate:{mrg:0.0,inf:1.0}
name:fakeDOSPRO,win_rate:0.23,avg_rating:1.11,avg_kills:18.15,avg_deaths:17.11,avg_kast:0.71,avg_adr:75.52,avg_kddiff:1.03,avg_fkdiff:0.3,rounds_won:11.17,maps_winrate:{vtg:0.0,d2:0.3333333333333333}
name:GROM F1RST,win_rate:0.0,avg_rating:1.27,avg_kills:16.9,avg_deaths:13.9,avg_kast:0.79,avg_adr:78.13,avg_kddiff:3.0,avg_fkdiff:0.7,rounds_won:7.5,maps_winrate:{nuke:0.0,ovp:0.0}
name:Talentjes,win_rate:0.0,avg_rating:0.95,avg_kills:16.3,avg_deaths:18.3,avg_kast:0.63,avg_adr:71.3,avg_kddiff:-2.0,avg_fkdiff:-0.2,rounds_won:9.0,maps_winrate:{ovp:0.0,nuke:0.0}
name:MDL All-Star NikoM,win_rate:0.5,avg_rating:0.94,avg_kills:18.95,avg_deaths:21.15,avg_kast:0.65,avg_adr:68.32,avg_kddiff:-2.2,avg_fkdiff:0.4,rounds_won:13.0,maps_winrate:{trn:0.0,inf:1.0}
name:NoChance,win_rate:0.33,avg_rating:1.06,avg_kills:17.1,avg_deaths:16.91,avg_kast:0.69,avg_adr:74.44,avg_kddiff:0.19,avg_fkdiff:0.22,rounds_won:10.7,maps_winrate:{mrg:0.0,nuke:0.7142857142857143}
name:maquinas,win_rate:0.33,avg_rating:1.05,avg_kills:17.71,avg_deaths:17.85,avg_kast:0.67,avg_adr:73.61,avg_kddiff:-0.14,avg_fkdiff:-0.05,rounds_won:11.3,maps_winrate:{nuke:0.0,ovp:0.0}
name:KUURA,win_rate:0.25,avg_rating:0.96,avg_kills:16.27,avg_deaths:18.73,avg_kast:0.66,avg_adr:71.48,avg_kddiff:-2.45,avg_fkdiff:0.2,rounds_won:10.88,maps_winrate:{mrg:0.0,ovp:0.0}
name:Soul Breaker,win_rate:0.0,avg_rating:0.9,avg_kills:19.4,avg_deaths:23.3,avg_kast:0.63,avg_adr:68.31,avg_kddiff:-3.9,avg_fkdiff:-1.0,rounds_won:13.5,maps_winrate:{inf:0.0}
name:Portal X,win_rate:0.25,avg_rating:0.98,avg_kills:17.9,avg_deaths:19.7,avg_kast:0.68,avg_adr:72.0,avg_kddiff:-1.8,avg_fkdiff:0.5,rounds_won:11.0,maps_winrate:{ovp:0.0,mrg:1.0}
name:Markhor,win_rate:0.33,avg_rating:1.25,avg_kills:18.32,avg_deaths:15.2,avg_kast:0.76,avg_adr:80.29,avg_kddiff:3.12,avg_fkdiff:0.28,rounds_won:9.25,maps_winrate:{inf:0.0,d2:0.0}
name:EBOOT,win_rate:0.0,avg_rating:0.77,avg_kills:12.0,avg_deaths:18.5,avg_kast:0.56,avg_adr:68.04,avg_kddiff:-6.5,avg_fkdiff:-1.4,rounds_won:5.0,maps_winrate:{mrg:0.0}
name:Mega Lada,win_rate:0.2,avg_rating:1.06,avg_kills:17.03,avg_deaths:16.78,avg_kast:0.7,avg_adr:74.24,avg_kddiff:0.25,avg_fkdiff:-0.3,rounds_won:10.8,maps_winrate:{trn:0.0}
name:gothboiclique,win_rate:0.31,avg_rating:1.07,avg_kills:17.45,avg_deaths:17.46,avg_kast:0.7,avg_adr:76.42,avg_kddiff:-0.02,avg_fkdiff:0.06,rounds_won:10.28,maps_winrate:{ovp:0.0,anc:0.5}
name:Lilmix,win_rate:0.2,avg_rating:1.05,avg_kills:16.26,avg_deaths:16.37,avg_kast:0.69,avg_adr:72.8,avg_kddiff:-0.11,avg_fkdiff:0.07,rounds_won:9.83,maps_winrate:{ovp:0.0,anc:0.47619047619047616}
name:lotb,win_rate:0.33,avg_rating:0.86,avg_kills:14.82,avg_deaths:17.97,avg_kast:0.64,avg_adr:68.28,avg_kddiff:-3.15,avg_fkdiff:-0.88,rounds_won:10.0,maps_winrate:{trn:0.0,inf:0.5}
name:S2N,win_rate:0.29,avg_rating:1.07,avg_kills:16.68,avg_deaths:16.57,avg_kast:0.7,avg_adr:75.39,avg_kddiff:0.11,avg_fkdiff:-0.48,rounds_won:10.47,maps_winrate:{nuke:0.0,d2:0.3333333333333333}
name:Atrapa2,win_rate:0.5,avg_rating:1.01,avg_kills:16.82,avg_deaths:18.24,avg_kast:0.66,avg_adr:73.29,avg_kddiff:-1.42,avg_fkdiff:-0.69,rounds_won:11.5,maps_winrate:{d2:0.0,trn:1.0}
name:Piantaos,win_rate:0.0,avg_rating:1.04,avg_kills:18.5,avg_deaths:19.9,avg_kast:0.69,avg_adr:73.89,avg_kddiff:-1.4,avg_fkdiff:-0.1,rounds_won:11.5,maps_winrate:{inf:0.0}
name:Bring It On,win_rate:0.35,avg_rating:1.18,avg_kills:18.7,avg_deaths:16.2,avg_kast:0.74,avg_adr:80.52,avg_kddiff:2.5,avg_fkdiff:0.86,rounds_won:10.96,maps_winrate:{inf:0.0,cch:0.8}
name:BenZoGang,win_rate:0.0,avg_rating:1.09,avg_kills:18.0,avg_deaths:16.9,avg_kast:0.68,avg_adr:76.84,avg_kddiff:1.1,avg_fkdiff:-0.5,rounds_won:9.5,maps_winrate:{trn:0.0,mrg:0.0}
name:NoBrain,win_rate:0.0,avg_rating:0.94,avg_kills:12.8,avg_deaths:15.1,avg_kast:0.63,avg_adr:68.74,avg_kddiff:-2.3,avg_fkdiff:-0.3,rounds_won:4.5,maps_winrate:{ovp:0.0}
name:NorBant,win_rate:0.33,avg_rating:1.07,avg_kills:15.31,avg_deaths:14.81,avg_kast:0.7,avg_adr:73.59,avg_kddiff:0.5,avg_fkdiff:-0.03,rounds_won:9.74,maps_winrate:{ovp:0.0,d2:0.5}
name:Galkynysh,win_rate:0.0,avg_rating:0.93,avg_kills:12.63,avg_deaths:14.69,avg_kast:0.6,avg_adr:69.37,avg_kddiff:-2.06,avg_fkdiff:-0.46,rounds_won:3.71,maps_winrate:{trn:0.0}
name:A4E,win_rate:0.0,avg_rating:1.09,avg_kills:16.7,avg_deaths:16.8,avg_kast:0.67,avg_adr:75.19,avg_kddiff:-0.1,avg_fkdiff:0.1,rounds_won:8.5,maps_winrate:{cch:0.0,inf:0.0}
name:Retired,win_rate:0.33,avg_rating:0.95,avg_kills:15.77,avg_deaths:17.97,avg_kast:0.65,avg_adr:71.98,avg_kddiff:-2.2,avg_fkdiff:-0.1,rounds_won:11.0,maps_winrate:{mrg:0.0,d2:0.0}
name:Genuine,win_rate:0.27,avg_rating:1.06,avg_kills:17.17,avg_deaths:17.31,avg_kast:0.7,avg_adr:75.31,avg_kddiff:-0.15,avg_fkdiff:0.01,rounds_won:10.23,maps_winrate:{inf:0.0,trn:0.76}
name:RICKED,win_rate:0.5,avg_rating:0.83,avg_kills:12.3,avg_deaths:17.0,avg_kast:0.61,avg_adr:59.24,avg_kddiff:-4.7,avg_fkdiff:-1.35,rounds_won:11.25,maps_winrate:{mrg:0.0,inf:1.0}
name:PC419,win_rate:0.2,avg_rating:1.12,avg_kills:17.37,avg_deaths:16.19,avg_kast:0.7,avg_adr:77.48,avg_kddiff:1.18,avg_fkdiff:0.71,rounds_won:9.63,maps_winrate:{ovp:0.0,trn:0.0}
name:Content,win_rate:0.25,avg_rating:1.07,avg_kills:16.43,avg_deaths:16.29,avg_kast:0.69,avg_adr:73.6,avg_kddiff:0.14,avg_fkdiff:0.11,rounds_won:10.0,maps_winrate:{inf:0.0,ovp:0.0}
name:ECL,win_rate:0.33,avg_rating:1.22,avg_kills:18.78,avg_deaths:15.6,avg_kast:0.75,avg_adr:80.72,avg_kddiff:3.18,avg_fkdiff:0.12,rounds_won:10.33,maps_winrate:{cch:0.0,mrg:0.6666666666666666}
name:FASTLOSE,win_rate:0.37,avg_rating:1.05,avg_kills:16.62,avg_deaths:16.9,avg_kast:0.67,avg_adr:75.87,avg_kddiff:-0.28,avg_fkdiff:0.33,rounds_won:10.73,maps_winrate:{ovp:0.0,nuke:1.0}
name:Rising Note,win_rate:0.0,avg_rating:1.03,avg_kills:18.9,avg_deaths:19.5,avg_kast:0.68,avg_adr:75.77,avg_kddiff:-0.6,avg_fkdiff:0.3,rounds_won:11.5,maps_winrate:{mrg:0.0,d2:0.0}
name:GameZone,win_rate:0.5,avg_rating:0.99,avg_kills:16.53,avg_deaths:17.97,avg_kast:0.66,avg_adr:73.04,avg_kddiff:-1.43,avg_fkdiff:-0.13,rounds_won:12.17,maps_winrate:{mrg:0.0,trn:1.0}
name:Nerd Nation,win_rate:0.0,avg_rating:0.8,avg_kills:13.5,avg_deaths:18.4,avg_kast:0.56,avg_adr:63.31,avg_kddiff:-4.9,avg_fkdiff:-0.2,rounds_won:7.0,maps_winrate:{cch:0.0,mrg:0.0}
name:CheeseLTD,win_rate:0.08,avg_rating:1.0,avg_kills:17.75,avg_deaths:19.05,avg_kast:0.65,avg_adr:71.76,avg_kddiff:-1.3,avg_fkdiff:-0.47,rounds_won:10.92,maps_winrate:{d2:0.0,inf:0.0}
name:Game of Throw,win_rate:0.0,avg_rating:0.69,avg_kills:11.3,avg_deaths:17.7,avg_kast:0.55,avg_adr:62.5,avg_kddiff:-6.4,avg_fkdiff:-0.6,rounds_won:5.0,maps_winrate:{cch:0.0}
name:eXtreme,win_rate:0.25,avg_rating:1.25,avg_kills:16.37,avg_deaths:14.02,avg_kast:0.73,avg_adr:80.59,avg_kddiff:2.35,avg_fkdiff:0.77,rounds_won:9.42,maps_winrate:{nuke:0.0,d2:0.0}
name:TILTED,win_rate:0.0,avg_rating:1.06,avg_kills:20.2,avg_deaths:20.5,avg_kast:0.7,avg_adr:77.79,avg_kddiff:-0.3,avg_fkdiff:-0.3,rounds_won:13.5,maps_winrate:{cch:0.0}
name:ONLYUP,win_rate:0.0,avg_rating:1.02,avg_kills:16.9,avg_deaths:17.47,avg_kast:0.67,avg_adr:76.37,avg_kddiff:-0.57,avg_fkdiff:-0.03,rounds_won:8.5,maps_winrate:{d2:0.0,mrg:0.0}
name:PELAFUSTANES,win_rate:0.39,avg_rating:0.93,avg_kills:15.42,avg_deaths:18.16,avg_kast:0.63,avg_adr:71.0,avg_kddiff:-2.73,avg_fkdiff:0.02,rounds_won:9.61,maps_winrate:{trn:0.0,mrg:0.6666666666666666}
name:Baecon,win_rate:0.27,avg_rating:1.03,avg_kills:15.95,avg_deaths:16.51,avg_kast:0.7,avg_adr:71.88,avg_kddiff:-0.55,avg_fkdiff:-0.16,rounds_won:9.98,maps_winrate:{inf:0.0,d2:0.3333333333333333}
name:Black Horus,win_rate:0.0,avg_rating:1.12,avg_kills:16.0,avg_deaths:16.1,avg_kast:0.7,avg_adr:79.19,avg_kddiff:-0.1,avg_fkdiff:-0.25,rounds_won:6.25,maps_winrate:{mrg:0.0}
name:NotStoned,win_rate:0.5,avg_rating:1.09,avg_kills:18.37,avg_deaths:17.17,avg_kast:0.71,avg_adr:78.14,avg_kddiff:1.2,avg_fkdiff:-0.42,rounds_won:11.75,maps_winrate:{inf:0.0,mrg:1.0}
name:n0rth reb0rn,win_rate:0.0,avg_rating:1.08,avg_kills:16.6,avg_deaths:16.2,avg_kast:0.69,avg_adr:78.92,avg_kddiff:0.4,avg_fkdiff:-0.5,rounds_won:7.5,maps_winrate:{inf:0.0}
name:Vivency,win_rate:0.5,avg_rating:1.11,avg_kills:15.28,avg_deaths:14.43,avg_kast:0.66,avg_adr:75.3,avg_kddiff:0.85,avg_fkdiff:0.28,rounds_won:10.17,maps_winrate:{inf:0.5}
name:Chiken Squad,win_rate:0.0,avg_rating:0.7,avg_kills:11.5,avg_deaths:18.0,avg_kast:0.54,avg_adr:59.49,avg_kddiff:-6.5,avg_fkdiff:-0.5,rounds_won:5.5,maps_winrate:{mrg:0.0}
name:Misfits and Digenerates,win_rate:0.4,avg_rating:1.15,avg_kills:15.54,avg_deaths:14.54,avg_kast:0.72,avg_adr:78.66,avg_kddiff:1.0,avg_fkdiff:0.02,rounds_won:10.2,maps_winrate:{ovp:0.0,inf:1.0}
name:Regal Reserve,win_rate:0.5,avg_rating:0.7,avg_kills:11.6,avg_deaths:19.25,avg_kast:0.52,avg_adr:60.44,avg_kddiff:-7.65,avg_fkdiff:-0.7,rounds_won:10.5,maps_winrate:{ovp:0.0,d2:1.0}
name:Follow me @,win_rate:0.25,avg_rating:1.3,avg_kills:19.95,avg_deaths:15.5,avg_kast:0.76,avg_adr:84.71,avg_kddiff:4.45,avg_fkdiff:1.35,rounds_won:10.5,maps_winrate:{nuke:0.0,cch:0.0}
name:Fragging for Andy,win_rate:0.3,avg_rating:0.97,avg_kills:14.97,avg_deaths:16.78,avg_kast:0.67,avg_adr:70.92,avg_kddiff:-1.82,avg_fkdiff:-0.06,rounds_won:10.28,maps_winrate:{trn:0.0,mrg:0.8}
name:Toggle When Needed,win_rate:0.0,avg_rating:1.09,avg_kills:14.8,avg_deaths:13.1,avg_kast:0.73,avg_adr:75.88,avg_kddiff:1.7,avg_fkdiff:0.0,rounds_won:5.0,maps_winrate:{mrg:0.0}
name:can't believe she took the kids,win_rate:0.5,avg_rating:1.07,avg_kills:13.75,avg_deaths:14.0,avg_kast:0.65,avg_adr:72.41,avg_kddiff:-0.25,avg_fkdiff:-0.13,rounds_won:10.0,maps_winrate:{inf:0.0,mrg:1.0}
name:7evenChapters,win_rate:0.33,avg_rating:1.1,avg_kills:15.53,avg_deaths:15.93,avg_kast:0.69,avg_adr:75.29,avg_kddiff:-0.4,avg_fkdiff:0.33,rounds_won:9.5,maps_winrate:{mrg:0.0,inf:0.5}
name:The Tourists,win_rate:0.33,avg_rating:1.4,avg_kills:18.33,avg_deaths:13.0,avg_kast:0.83,avg_adr:87.04,avg_kddiff:5.33,avg_fkdiff:0.58,rounds_won:10.08,maps_winrate:{cch:0.0,ovp:0.0}
name:Legacy of Aeons,win_rate:0.5,avg_rating:0.68,avg_kills:10.25,avg_deaths:17.7,avg_kast:0.52,avg_adr:62.04,avg_kddiff:-7.45,avg_fkdiff:-1.55,rounds_won:9.75,maps_winrate:{cch:0.0,mrg:1.0}
name:djakuyu,win_rate:0.36,avg_rating:0.98,avg_kills:16.89,avg_deaths:18.56,avg_kast:0.68,avg_adr:74.18,avg_kddiff:-1.67,avg_fkdiff:-0.4,rounds_won:12.0,maps_winrate:{mrg:0.0,inf:1.0}
name:ProdigY,win_rate:0.5,avg_rating:1.08,avg_kills:17.78,avg_deaths:16.05,avg_kast:0.7,avg_adr:58.25,avg_kddiff:1.73,avg_fkdiff:0.23,rounds_won:11.83,maps_winrate:{d2:0.0,mrg:1.0}
name:Exalty,win_rate:0.18,avg_rating:1.04,avg_kills:16.63,avg_deaths:17.57,avg_kast:0.69,avg_adr:74.46,avg_kddiff:-0.93,avg_fkdiff:-0.25,rounds_won:9.84,maps_winrate:{inf:0.1}
name:Signify,win_rate:0.38,avg_rating:0.69,avg_kills:11.63,avg_deaths:17.55,avg_kast:0.55,avg_adr:62.64,avg_kddiff:-5.92,avg_fkdiff:-0.97,rounds_won:8.75,maps_winrate:{d2:0.0,ovp:1.0}
name:ROG HenryG,win_rate:0.5,avg_rating:1.07,avg_kills:19.46,avg_deaths:19.22,avg_kast:0.69,avg_adr:73.72,avg_kddiff:0.24,avg_fkdiff:-0.04,rounds_won:15.1,maps_winrate:{inf:0.67}
name:ROG pronax,win_rate:0.25,avg_rating:1.31,avg_kills:19.45,avg_deaths:14.15,avg_kast:0.79,avg_adr:83.68,avg_kddiff:5.3,avg_fkdiff:0.75,rounds_won:12.0,maps_winrate:{trn:0.0}
name:ROG ceh9,win_rate:0.5,avg_rating:1.25,avg_kills:19.6,avg_deaths:15.1,avg_kast:0.77,avg_adr:81.4,avg_kddiff:4.5,avg_fkdiff:0.5,rounds_won:11.75,maps_winrate:{ovp:0.0,cch:1.0}
name:Orgles5,win_rate:0.06,avg_rating:0.91,avg_kills:15.92,avg_deaths:19.07,avg_kast:0.66,avg_adr:67.57,avg_kddiff:-3.15,avg_fkdiff:-1.04,rounds_won:9.67,maps_winrate:{ovp:0.0,mrg:0.0}
name:BULGI,win_rate:0.0,avg_rating:1.11,avg_kills:25.4,avg_deaths:24.8,avg_kast:0.72,avg_adr:78.01,avg_kddiff:0.6,avg_fkdiff:0.0,rounds_won:15.5,maps_winrate:{cch:0.0,ovp:0.0}
name:PEEKERS,win_rate:0.33,avg_rating:1.08,avg_kills:20.6,avg_deaths:20.27,avg_kast:0.71,avg_adr:73.22,avg_kddiff:0.33,avg_fkdiff:0.13,rounds_won:15.33,maps_winrate:{inf:0.0}
name:Evidence,win_rate:0.27,avg_rating:1.01,avg_kills:17.15,avg_deaths:18.05,avg_kast:0.68,avg_adr:73.01,avg_kddiff:-0.9,avg_fkdiff:-0.07,rounds_won:10.53,maps_winrate:{trn:0.0,nuke:0.0}
name:Win Scrims Not Matches,win_rate:0.21,avg_rating:0.81,avg_kills:13.5,avg_deaths:17.93,avg_kast:0.59,avg_adr:63.68,avg_kddiff:-4.43,avg_fkdiff:-0.85,rounds_won:8.88,maps_winrate:{d2:0.0,mrg:0.5}
name:Runtime,win_rate:0.25,avg_rating:1.08,avg_kills:16.15,avg_deaths:15.7,avg_kast:0.71,avg_adr:77.29,avg_kddiff:0.45,avg_fkdiff:0.25,rounds_won:9.0,maps_winrate:{mrg:0.0,d2:1.0}
name:ex-Fragsters,win_rate:0.33,avg_rating:1.08,avg_kills:16.83,avg_deaths:16.15,avg_kast:0.69,avg_adr:74.82,avg_kddiff:0.67,avg_fkdiff:-0.0,rounds_won:10.28,maps_winrate:{trn:0.0,nuke:0.7777777777777778}
name:Stay Frosty,win_rate:0.37,avg_rating:1.0,avg_kills:15.94,avg_deaths:17.43,avg_kast:0.67,avg_adr:72.74,avg_kddiff:-1.49,avg_fkdiff:-0.02,rounds_won:10.37,maps_winrate:{ovp:0.0,inf:0.8}
name:PopoutBoyz,win_rate:0.19,avg_rating:0.84,avg_kills:15.32,avg_deaths:19.49,avg_kast:0.6,avg_adr:67.11,avg_kddiff:-4.17,avg_fkdiff:-0.47,rounds_won:9.48,maps_winrate:{d2:0.0,mrg:0.5}
